模型,包含0的二分类准确率,包含0的F1分数,不包含0的二分类准确率,不包含0的F1分数,5级多分类准确率,7级多分类准确率,平均绝对误差,相关系数,标签0精确率,标签0召回率,标签0_F1分数,标签1精确率,标签1召回率,标签1_F1分数,损失值,COPA整体准确率,COPA_P1准确率,COPA_P2准确率,COPA_P3准确率,COPA_P4准确率,COPA_P5准确率,COPA_P6准确率,COPA_P7准确率,COPA_P8准确率,COPA_P9准确率,COPA_P10准确率,COPA_P11准确率,COPA_P12准确率
tfn,72.0,63.63,72.0,63.63,6.0,6.0,205.23,-8.3,75.0,94.74,83.72,0.0,0.0,0.0,208.01,66.67,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
